ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2022,2022-06-09,10,Estádio Nabi Abi Chedid,Wilton Sampaio,8627,13212,RB Bragantino,Flamengo,Maurício Barbieri,Paulo Sousa,15,11,51300000,81000000,25.0,25.9,1,0,1,0,5,7,11,16,15,10,3,1,2,1,12,13,8,8
2022,2022-06-16,12,Estádio Nabi Abi Chedid,Marcelo de Lima Henrique  ,2352,13212,RB Bragantino,Coritiba FC,Maurício Barbieri,Gustavo Morínigo,12,7,42500000,7500000,25.2,26.1,4,2,3,0,4,5,14,12,12,13,3,3,1,1,19,16,8,6
2022,2022-07-03,15,Estádio Nabi Abi Chedid,Ramon Abatti,4509,13212,RB Bragantino,Botafogo,Maurício Barbieri,Luís Castro,12,10,44200000,33500000,25.2,25.6,0,1,0,0,9,4,11,19,19,10,0,6,6,0,18,9,7,6
2022,2022-07-09,16,Estádio Nabi Abi Chedid,Marcelo de Lima Henrique  ,3162,13212,RB Bragantino,Avaí FC,Maurício Barbieri,Eduardo Barroca,14,11,44200000,11900000,25.2,28.4,4,0,0,0,19,7,5,6,5,5,2,8,1,0,37,8,11,3
2022,2022-07-21,18,Estádio Nabi Abi Chedid,Diego Pombo Lopez,4048,13212,RB Bragantino,Fortaleza,Maurício Barbieri,Juan Pablo Vojvoda,8,19,43200000,12350000,24.3,28.6,2,1,1,0,4,9,14,18,16,13,2,5,1,1,14,10,5,4
2022,2022-08-01,20,Estádio Nabi Abi Chedid,Bruno Arleu de Araújo,3236,13212,RB Bragantino,Juventude,Maurício Barbieri,Umberto Louzer,8,19,54200000,6600000,24.5,28.3,1,0,1,0,7,5,11,15,15,11,3,4,2,1,23,9,12,3
2022,2022-08-21,23,Estádio Nabi Abi Chedid,Bruno Arleu de Araújo,2488,13212,RB Bragantino,Ceará SC,Maurício Barbieri,Juca,9,14,49700000,11250000,25.7,29.7,1,1,0,0,10,2,22,16,14,21,1,10,1,2,28,8,10,4
2022,2022-09-18,27,Estádio Nabi Abi Chedid,Jose Mendonça,3984,13212,RB Bragantino,Goiás,Maurício Barbieri,Jair Ventura,11,9,51200000,9380000,24.8,27.4,1,1,1,0,5,2,14,16,16,14,1,5,0,0,21,5,13,1
2022,2022-10-18,32,Estádio Nabi Abi Chedid,Paulo Cesar Zanovelli,6705,13212,RB Bragantino,Santos,Maurício Barbieri,Orlando Ribeiro,13,12,41700000,43600000,24.2,24.8,0,2,0,0,15,2,21,11,11,18,1,3,1,1,19,9,9,4
2022,2022-10-22,33,Estádio Nabi Abi Chedid,Caio Max Augusto Vieira,3011,13212,RB Bragantino,Athletico-PR,Maurício Barbieri,Luiz Felipe Scolari,14,6,36500000,36900000,23.5,26.0,4,2,3,0,4,4,16,13,13,16,2,2,1,0,11,9,3,3
2022,2022-04-30,4,Estádio Serra Dourada,Bruno Arleu de Araújo,10165,14525,Goiás,Atlético-MG,Jair Ventura,Antonio Mohamed,18,2,8550000,72000000,28.0,28.6,2,2,0,1,0,10,21,15,14,20,3,0,0,2,7,21,3,11
2022,2022-05-28,8,Estádio Serra Dourada,Ramon Abatti,6283,14525,Goiás,RB Bragantino,Jair Ventura,Maurício Barbieri,16,13,6900000,49150000,28.6,21.8,1,1,0,1,6,1,18,22,22,18,3,1,0,1,17,14,7,8
2022,2022-06-12,11,Estádio Serra Dourada,Wagner do Nascimento Magalhães,9011,14525,Goiás,Ceará SC,Jair Ventura,Marquinhos Santos,13,12,11000000,10850000,28.2,29.1,1,1,0,1,2,10,20,14,14,19,5,3,1,3,12,20,6,8
2022,2022-06-16,12,Estádio Serra Dourada,Caio Max Augusto Vieira,8892,14525,Goiás,Internacional,Jair Ventura,Mano Menezes,14,4,8750000,39400000,26.3,28.0,1,2,1,1,8,2,11,14,13,10,6,1,4,0,6,16,2,3
2022,2022-07-21,18,Estádio Serra Dourada,Paulo Roberto Alves Júnior,11974,14525,Goiás,Fluminense,Jair Ventura,Fernando Diniz,13,5,8280000,26350000,26.9,28.4,2,3,1,1,2,3,19,9,6,18,7,3,2,0,15,17,7,4
2022,2022-08-13,22,Estádio Serra Dourada,Flavio Rodrigues de Souza,10831,14525,Goiás,Avaí FC,Jair Ventura,Eduardo Barroca,13,16,7330000,8050000,27.3,31.1,1,1,0,1,6,2,13,10,10,12,2,1,1,2,17,13,11,8
2022,2022-10-02,29,Estádio Serra Dourada,Raphael Claus,9898,14525,Goiás,Fortaleza,Jair Ventura,Juan Pablo Vojvoda,11,14,11880000,14250000,27.8,30.4,0,1,0,1,6,3,11,15,13,10,3,3,3,2,12,14,7,6
2022,2022-11-13,38,Estádio Serra Dourada,Marcelo de Lima Henrique  ,13927,14525,Goiás,São Paulo,Jair Ventura,Rogério Ceni,13,11,11400000,42000000,28.7,26.6,0,4,0,1,3,4,12,14,12,12,3,2,1,0,6,13,3,3
2022,2022-04-17,2,Estádio Urbano Caldeira,Wagner do Nascimento Magalhães,13052,20120,Santos,Coritiba FC,Fabián Bustos,Gustavo Morínigo,12,2,34900000,9000000,25.1,30.4,2,1,2,1,4,7,22,10,10,21,5,6,2,0,15,22,5,9
2022,2022-05-08,5,Estádio Urbano Caldeira,Braulio da Silva Machado,7256,20120,Santos,Cuiabá-MT,Fabián Bustos,Pintado,6,7,29700000,6450000,25.8,29.6,4,1,2,1,4,8,14,12,12,12,2,2,1,2,12,16,3,7
2022,2022-06-19,13,Estádio Urbano Caldeira,Douglas Marques Flores,710,20120,Santos,RB Bragantino,Fabián Bustos,Maurício Barbieri,8,9,33100000,43850000,24.0,24.6,2,2,2,1,3,9,13,18,18,12,5,3,0,0,12,18,2,7
2022,2022-07-03,15,Estádio Urbano Caldeira,Anderson Daronco,12464,20120,Santos,Flamengo,Fabián Bustos,Dorival Júnior,7,9,37200000,55300000,25.3,27.5,1,2,0,1,7,3,15,13,13,15,4,6,2,0,15,11,5,4
2022,2022-09-06,25,Estádio Urbano Caldeira,Anderson Daronco,11497,20120,Santos,Goiás,Lisca,Jair Ventura,8,10,40400000,9680000,26.7,28.0,1,2,0,1,13,2,8,16,16,8,2,7,1,0,24,9,12,3
2022,2022-05-15,6,Estádio Aderbal Ramos da Silva,Douglas Marques Flores,9355,17800,Avaí FC,Juventude,Eduardo Barroca,Eduardo Baptista,3,18,5980000,8150000,29.1,27.9,1,2,1,1,6,6,18,16,16,18,1,4,0,0,17,5,8,1
2022,2022-06-05,9,Estádio Aderbal Ramos da Silva,Anderson Daronco,11962,17800,Avaí FC,São Paulo,Eduardo Barroca,Rogério Ceni,13,5,5280000,26900000,28.7,28.0,1,1,0,1,4,7,11,23,23,10,3,5,1,2,17,16,8,5
2022,2022-06-17,12,Estádio Aderbal Ramos da Silva,Raphael Claus,8937,17800,Avaí FC,Fortaleza,Eduardo Barroca,Juan Pablo Vojvoda,10,20,8280000,9850000,29.0,28.4,3,2,2,1,3,4,16,17,16,11,1,1,2,2,12,4,6,1
2022,2022-10-02,29,Estádio Aderbal Ramos da Silva,Flavio Rodrigues de Souza,8062,17800,Avaí FC,Atlético-GO,Lisca,Eduardo Souza,18,19,12030000,7150000,28.9,27.8,1,2,0,1,11,3,7,13,11,6,1,3,2,0,20,9,9,5
2022,2022-05-15,6,Estádio Olímpico Nilton Santos,Jefferson Ferreira Moraes,23616,46931,Botafogo,Fortaleza,Luís Castro,Juan Pablo Vojvoda,8,20,18880000,13800000,28.2,28.4,3,1,1,1,5,1,14,15,14,14,2,3,3,2,13,10,4,3
2022,2022-06-14,11,Estádio Olímpico Nilton Santos,Flavio Rodrigues de Souza,12627,46931,Botafogo,Avaí FC,Luís Castro,Eduardo Barroca,15,16,15480000,7180000,27.7,29.4,0,1,0,1,7,1,19,22,21,19,1,7,1,5,21,9,9,4
2022,2022-11-01,35,Estádio Olímpico Nilton Santos,Jean Pierre Goncalves Lima,16365,46931,Botafogo,Cuiabá-MT,Luís Castro,Toni Oliveira,10,16,22600000,8150000,29.8,29.3,0,2,0,1,11,3,4,18,18,4,3,5,0,1,23,13,11,7
2022,2022-04-17,2,Estádio Jornalista Mário Filho,Anderson Daronco,54686,78838,Flamengo,São Paulo,Paulo Sousa,Rogério Ceni,10,1,84300000,33300000,28.0,26.7,3,1,1,1,,,,,,,,,,,,,,
2022,2022-06-05,9,Estádio Jornalista Mário Filho,Leandro Pedro Vuaden,63795,65346,Flamengo,Fortaleza,Paulo Sousa,Juan Pablo Vojvoda,8,20,74000000,11650000,27.0,28.7,1,2,1,1,9,3,9,21,20,9,3,2,2,5,10,12,4,5
2022,2022-09-04,25,Estádio Jornalista Mário Filho,Paulo Cesar Zanovelli,64387,78838,Flamengo,Ceará SC,Mário Jorge,Lucho González,2,15,63900000,10450000,29.0,30.5,1,1,0,1,12,7,12,19,17,11,0,5,0,2,15,6,4,4
2022,2022-09-18,27,Estádio Jornalista Mário Filho,Raphael Claus,55170,78838,Flamengo,Fluminense,Dorival Júnior,Fernando Diniz,3,4,83000000,33800000,29.3,28.2,1,2,0,1,6,2,12,10,10,11,2,5,4,0,18,12,9,5
2022,2022-11-03,35,Estádio Jornalista Mário Filho,Ramon Abatti,60369,78838,Flamengo,Corinthians,Dorival Júnior,Vítor Pereira,3,5,55000000,52300000,26.4,26.9,1,2,0,1,6,0,9,14,14,9,4,2,1,1,15,7,8,0
2022,2022-11-13,38,Estádio Jornalista Mário Filho,Edina Alves Batista,63077,78838,Flamengo,Avaí FC,Dorival Júnior,Fabrício Bento,5,19,63750000,4650000,30.6,28.2,1,2,1,1,10,3,14,11,11,14,6,4,1,0,17,15,9,5
2022,2022-04-18,2,Estádio Governador Plácido Castelo,Raphael Claus,33734,60326,Ceará SC,Botafogo,Dorival Júnior,Luís Castro,5,17,9750000,27480000,30.7,26.6,1,3,1,1,4,2,16,15,15,16,0,3,1,2,18,11,7,5
2022,2022-04-30,4,Estádio Governador Plácido Castelo,Ramon Abatti,23211,60326,Ceará SC,RB Bragantino,Dorival Júnior,Maurício Barbieri,5,8,8800000,42000000,28.7,25.3,0,1,0,1,5,4,11,20,19,10,5,4,4,0,14,18,6,8
2022,2022-06-26,14,Estádio Governador Plácido Castelo,Douglas Marques Flores,21337,60326,Ceará SC,Atlético-GO,,,13,12,11050000,7650000,30.3,27.4,1,1,0,1,4,2,16,18,18,16,1,4,0,6,10,7,3,3
2022,2022-07-03,15,Estádio Governador Plácido Castelo,Rodolpho Toski Marques,23283,60326,Ceará SC,Internacional,Marquinhos Santos,Mano Menezes,15,4,8950000,23850000,27.6,25.1,1,1,1,1,3,2,24,20,20,24,4,3,3,0,9,12,3,4
2022,2022-07-17,17,Estádio Governador Plácido Castelo,Leandro Pedro Vuaden,28683,60326,Ceará SC,Corinthians,Marquinhos Santos,Vítor Pereira,17,2,9550000,34850000,30.5,26.7,3,1,2,1,6,2,18,5,5,18,3,4,2,1,18,11,6,5
2022,2022-08-14,22,Estádio Governador Plácido Castelo,Jean Pierre Goncalves Lima,33355,60326,Ceará SC,Fortaleza,Marquinhos Santos,Juan Pablo Vojvoda,14,17,9550000,12000000,28.6,30.0,0,1,0,1,4,8,9,13,10,9,5,3,2,1,13,12,5,4
2022,2022-09-18,27,Estádio Governador Plácido Castelo,Maguielson Lima Barbosa,43000,60326,Ceará SC,São Paulo,Lucho González,Rogério Ceni,14,13,10450000,33500000,31.4,27.6,0,2,0,1,4,10,15,11,11,14,5,1,0,0,8,21,6,8
2022,2022-10-02,29,Estádio Governador Plácido Castelo,Edina Alves Batista,13976,60326,Ceará SC,América-MG,Lucho González,Vagner Mancini,16,8,11000000,7900000,29.2,31.6,1,2,0,1,5,4,15,23,22,15,2,3,0,1,16,11,8,5
2022,2022-04-10,1,Estádio Governador Plácido Castelo,Felipe Fernandes,18279,60326,Fortaleza,Cuiabá-MT,Juan Pablo Vojvoda,Pintado,16,7,11050000,10250000,27.4,29.3,0,1,0,1,7,1,22,23,19,21,3,5,1,0,22,9,7,3
2022,2022-06-02,3,Estádio Governador Plácido Castelo,Braulio da Silva Machado,37372,60326,Fortaleza,Ceará SC,Juan Pablo Vojvoda,Dorival Júnior,19,12,11750000,9400000,28.7,29.7,0,1,0,1,4,1,18,18,17,16,6,3,0,2,11,19,6,7
2022,2022-05-22,7,Estádio Governador Plácido Castelo,Anderson Daronco,37507,60326,Fortaleza,Fluminense,Juan Pablo Vojvoda,Fernando Diniz,20,12,11550000,37000000,28.1,29.2,0,1,0,1,12,5,13,14,13,11,2,8,0,3,23,7,7,4
2022,2022-11-06,36,Estádio Governador Plácido Castelo,Luiz Flávio de Oliveira ,44810,60326,Fortaleza,Atlético-GO,Juan Pablo Vojvoda,Eduardo Souza,10,18,14450000,8500000,30.1,26.1,1,1,0,1,11,3,9,12,11,8,5,5,2,1,18,13,7,6
2022,2022-04-12,1,Estádio Alfredo Jaconi ,Rodolpho Toski Marques,3300,23726,Juventude,RB Bragantino,Eduardo Baptista,Maurício Barbieri,8,9,8000000,37700000,29.2,22.6,2,2,1,1,5,4,16,17,16,16,1,6,5,1,13,15,3,8
2022,2022-06-09,10,Estádio Alfredo Jaconi ,Luiz Flávio de Oliveira ,3590,23726,Juventude,Athletico-PR,Eduardo Baptista,Luiz Felipe Scolari,17,8,6650000,27700000,26.7,24.9,1,3,1,1,11,5,9,10,10,8,3,3,0,1,18,7,8,0
2022,2022-07-02,15,Estádio Alfredo Jaconi ,Flavio Rodrigues de Souza,6565,23726,Juventude,Atlético-MG,Umberto Louzer,Antonio Mohamed,19,5,6750000,48500000,29.5,29.1,1,2,0,1,6,6,11,11,11,11,2,2,1,0,17,8,8,2
2022,2022-08-06,21,Estádio Alfredo Jaconi ,Edina Alves Batista,3524,23726,Juventude,América-MG,Umberto Louzer,Vagner Mancini,20,13,6000000,9900000,28.4,30.3,0,1,0,1,,,,,,,,,,,,,,
2022,2022-09-18,27,Estádio Alfredo Jaconi ,Dyorgines Jose Padovani,2144,23726,Juventude,Fortaleza,Umberto Louzer,Juan Pablo Vojvoda,20,15,7300000,13950000,28.3,29.9,1,1,0,1,14,2,14,17,17,14,1,6,1,1,18,11,8,10
2022,2022-10-05,30,Estádio Alfredo Jaconi ,Wagner do Nascimento Magalhães,3159,23726,Juventude,Corinthians,Lucas Zanella,Vítor Pereira,20,4,6100000,47300000,27.5,28.8,2,2,0,1,2,5,9,7,6,8,4,0,1,1,17,12,8,5
2022,2022-10-23,33,Estádio Alfredo Jaconi ,Paulo Roberto Alves Júnior,3204,23726,Juventude,São Paulo,Lucas Zanella,Rogério Ceni,20,10,5900000,30500000,27.1,27.0,1,2,1,1,5,6,6,10,10,6,4,2,2,1,13,13,8,3
2022,2022-11-10,37,Estádio Alfredo Jaconi ,Rodrigo Jose Pereira de Lima,5231,23726,Juventude,Flamengo,Celso Roth,Dorival Júnior,20,5,5650000,61500000,26.6,25.0,2,2,2,1,2,4,17,14,14,16,1,2,0,0,11,10,6,6
2022,2022-06-16,12,Allianz Parque,Ramon Abatti,38888,43600,Palmeiras,Atlético-GO,,,1,15,90000000,8100000,27.1,27.9,4,2,4,1,12,4,12,16,15,11,1,8,2,2,28,10,12,5
2022,2022-07-03,15,Allianz Parque,Braulio da Silva Machado,39192,43600,Palmeiras,Athletico-PR,Abel Ferreira,Luiz Felipe Scolari,1,3,87500000,21650000,27.8,23.7,0,2,0,1,9,2,12,15,15,10,2,7,0,0,35,13,21,3
2022,2022-08-21,23,Allianz Parque,Ramon Abatti,40485,43600,Palmeiras,Flamengo,Abel Ferreira,Dorival Júnior,1,2,95500000,61500000,28.3,26.4,1,1,0,1,10,4,11,16,15,11,4,2,1,0,20,11,11,4
2022,2022-11-10,37,Allianz Parque,Savio Pereira Sampaio,28721,43600,Palmeiras,América-MG,Abel Ferreira,Vagner Mancini,1,7,96300000,8750000,27.2,31.3,2,1,1,1,10,3,11,11,11,11,1,7,1,2,26,6,11,4
2022,2022-05-01,4,Arena Pantanal,Douglas Marques Flores,4517,42968,Cuiabá-MT,Atlético-GO,Pintado,Umberto Louzer,4,17,9200000,9100000,29.5,26.7,1,1,0,1,4,6,12,14,14,11,6,4,1,0,17,14,7,6
2022,2022-06-12,11,Arena Pantanal,Paulo Roberto Alves Júnior,4476,42968,Cuiabá-MT,RB Bragantino,Toni Oliveira,Maurício Barbieri,17,11,9800000,49800000,29.6,25.0,1,1,1,1,5,4,14,15,15,13,3,4,0,0,19,8,7,3
2022,2022-07-31,20,Arena Pantanal,Paulo Cesar Zanovelli,9567,42968,Cuiabá-MT,Fortaleza,Toni Oliveira,Juan Pablo Vojvoda,17,20,14000000,12500000,27.0,30.0,0,1,0,1,10,3,11,10,9,11,1,5,0,0,19,7,8,3
2022,2022-05-29,8,Estádio Jornalista Mário Filho,Raphael Claus,57919,82238,Fluminense,Flamengo,Fernando Diniz,Paulo Sousa,7,14,27050000,93000000,30.3,28.1,1,2,1,1,12,2,9,16,15,8,1,5,2,4,17,7,7,3
2022,2022-08-28,24,Estádio Jornalista Mário Filho,Braulio da Silva Machado,45084,82238,Fluminense,Palmeiras,Fernando Diniz,Abel Ferreira,2,1,31600000,95500000,28.9,28.3,1,1,1,1,3,3,16,16,16,15,1,2,0,2,17,8,10,3
2022,2022-10-23,33,Estádio Jornalista Mário Filho,Ramon Abatti,36033,82238,Fluminense,Botafogo,Fernando Diniz,Luís Castro,5,11,33300000,31100000,28.8,29.5,2,2,0,1,9,2,15,11,10,15,3,5,3,2,18,12,8,5
2022,2022-11-05,36,Estádio Jornalista Mário Filho,Anderson Daronco,41558,82238,Fluminense,São Paulo,Fernando Diniz,Rogério Ceni,4,8,30800000,32500000,29.6,28.2,3,1,0,1,8,3,16,16,16,16,3,5,1,2,18,8,4,2
2022,2022-05-03,4,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,36746,72039,São Paulo,Santos,Rogério Ceni,Fabián Bustos,9,1,30600000,26400000,27.5,25.9,2,1,1,1,2,4,15,8,7,15,2,2,2,0,10,8,5,3
2022,2022-05-15,6,Estádio Cícero Pompeu de Toledo,Alexandre Vargas Tavares,27511,72039,São Paulo,Cuiabá-MT,Rogério Ceni,Pintado,6,11,33500000,7700000,27.6,29.9,2,1,0,1,15,3,5,15,14,5,2,7,1,0,21,6,9,2
2022,2022-05-29,8,Estádio Cícero Pompeu de Toledo,Bruno Arleu de Araújo,32977,72039,São Paulo,Ceará SC,Rogério Ceni,Dorival Júnior,3,15,33000000,8950000,27.6,28.7,2,2,2,1,8,3,19,10,8,18,2,3,2,3,15,7,7,2
2022,2022-07-17,17,Estádio Cícero Pompeu de Toledo,Wilton Sampaio,47141,72039,São Paulo,Fluminense,Rogério Ceni,Fernando Diniz,7,5,28500000,22250000,26.7,28.6,2,2,2,1,5,3,17,7,6,16,1,0,5,1,6,15,3,6
2022,2022-08-07,21,Estádio Cícero Pompeu de Toledo,Ramon Abatti,45217,72039,São Paulo,Flamengo,Rogério Ceni,Dorival Júnior,10,5,35500000,53300000,29.3,27.9,0,2,0,1,,,,,,,,,,,,,,
2022,2022-08-28,24,Estádio Cícero Pompeu de Toledo,Paulo Cesar Zanovelli,30210,72039,São Paulo,Fortaleza,Rogério Ceni,Juan Pablo Vojvoda,12,13,40000000,11850000,25.0,30.0,0,1,0,1,7,2,10,10,10,9,0,8,1,4,15,5,5,3
2022,2022-09-11,26,Estádio Cícero Pompeu de Toledo,Marcelo de Lima Henrique  ,46444,72039,São Paulo,Corinthians,Rogério Ceni,Vítor Pereira,14,3,23100000,59000000,27.7,27.0,1,1,1,1,3,7,11,14,14,10,6,2,1,3,13,18,6,6
2022,2022-11-02,35,Estádio Cícero Pompeu de Toledo,Braulio da Silva Machado,23835,72039,São Paulo,Atlético-MG,Rogério Ceni,Cuca,8,7,32500000,51500000,28.1,29.1,2,2,2,1,7,6,10,16,16,9,1,2,2,2,12,9,2,2
2022,2022-11-09,37,Estádio Cícero Pompeu de Toledo,Wagner do Nascimento Magalhães,19692,72039,São Paulo,Internacional,Rogério Ceni,Mano Menezes,9,2,36600000,28050000,26.5,27.5,0,1,0,1,7,2,11,12,12,11,2,1,2,2,10,8,3,4
2022,2022-06-04,9,Estádio Raimundo Sampaio,Raphael Claus,2720,25000,América-MG,Cuiabá-MT,Vagner Mancini,Toni Oliveira,10,17,8550000,10400000,31.0,28.4,2,1,1,1,8,4,11,11,9,11,1,4,3,4,16,5,7,1
2022,2022-06-09,10,Estádio Raimundo Sampaio,Douglas Marques Flores,2132,25000,América-MG,Ceará SC,Vagner Mancini,Dorival Júnior,5,16,9350000,10450000,31.6,30.0,0,2,0,1,4,4,18,20,18,17,1,3,3,0,16,7,9,3
2022,2022-07-31,20,Estádio Raimundo Sampaio,Vinicius Gonçalves Dias Araujo,2215,25000,América-MG,Avaí FC,Vagner Mancini,Eduardo Barroca,15,16,7350000,13250000,29.9,27.7,3,1,1,1,7,7,15,17,15,15,2,3,0,2,18,10,9,4
2022,2022-08-28,24,Estádio Raimundo Sampaio,Ramon Abatti,7016,25000,América-MG,Atlético-MG,Vagner Mancini,Cuca,9,7,7450000,61700000,30.7,29.9,1,1,1,1,6,1,23,14,12,20,3,4,0,1,9,16,3,10
2022,2022-10-07,30,Estádio Raimundo Sampaio,Ramon Abatti,3916,25000,América-MG,São Paulo,Vagner Mancini,Rogério Ceni,8,9,7300000,31350000,31.5,29.7,1,2,1,1,3,3,13,13,11,13,3,3,0,1,13,18,7,8
2022,2022-10-16,32,Estádio Raimundo Sampaio,Vinicius Gonçalves Dias Araujo,2863,25000,América-MG,Fortaleza,Vagner Mancini,Juan Pablo Vojvoda,8,11,4950000,14350000,29.4,29.4,1,2,0,1,4,8,10,24,23,10,2,6,1,1,19,9,5,3
2022,2022-11-13,38,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,5005,25000,América-MG,Atlético-GO,Vagner Mancini,Eduardo Souza,9,17,8750000,8700000,31.3,28.1,1,1,1,1,17,5,14,12,12,13,2,8,0,3,36,4,13,1
2022,2022-05-22,7,Neo Química Arena ,Wilton Sampaio,44672,49205,Corinthians,São Paulo,Vítor Pereira,Rogério Ceni,1,2,36650000,34300000,29.6,27.1,1,1,0,1,8,8,11,12,11,11,6,5,2,2,13,14,8,4
2022,2022-09-04,25,Neo Química Arena ,Braulio da Silva Machado,41423,49205,Corinthians,Internacional,Vítor Pereira,Mano Menezes,4,5,49300000,33500000,29.8,27.1,2,2,2,1,2,8,10,14,14,10,2,2,2,1,12,14,3,7
2022,2022-09-29,28,Neo Química Arena ,Leandro Pedro Vuaden,32398,49205,Corinthians,Atlético-GO,Vítor Pereira,Eduardo Baptista,5,19,49300000,7150000,28.8,27.8,2,1,1,1,5,4,5,14,14,4,4,6,1,0,19,11,8,4
2022,2022-10-27,34,Neo Química Arena ,Leandro Pedro Vuaden,37920,49205,Corinthians,Fluminense,Vítor Pereira,Fernando Diniz,4,5,38300000,33300000,29.9,28.8,0,2,0,1,6,3,16,9,9,16,4,5,1,1,14,15,5,7
2022,2022-11-13,38,Neo Química Arena ,Braulio da Silva Machado,43696,49205,Corinthians,Atlético-MG,Vítor Pereira,Cuca,4,7,50800000,40700000,28.1,31.4,0,1,0,1,5,4,11,19,17,10,6,4,1,0,17,17,9,7
2022,2022-06-10,10,Estádio Major Antônio Couto Pereira,Wagner do Nascimento Magalhães,21521,40502,Coritiba FC,São Paulo,Gustavo Morínigo,Rogério Ceni,4,6,8150000,34400000,26.7,28.3,1,1,0,1,1,10,12,13,12,10,3,1,1,1,11,16,7,5
2022,2022-06-12,11,Estádio Major Antônio Couto Pereira,Leandro Pedro Vuaden,27356,40502,Coritiba FC,Palmeiras,Gustavo Morínigo,Abel Ferreira,5,1,5050000,83500000,27.0,27.5,0,2,0,1,5,6,11,13,13,11,4,4,1,2,11,16,3,6
2022,2022-10-09,31,Estádio Major Antônio Couto Pereira,Ramon Abatti,18066,40502,Coritiba FC,RB Bragantino,Guto Ferreira,Maurício Barbieri,16,12,14400000,36200000,26.6,23.8,2,1,1,1,5,8,7,12,12,7,3,0,2,2,6,17,0,9
2022,2022-11-09,37,Estádio Major Antônio Couto Pereira,Marcelo de Lima Henrique  ,30049,40502,Coritiba FC,Corinthians,Guto Ferreira,Vítor Pereira,15,4,12250000,52700000,26.7,26.7,2,2,2,1,5,7,15,8,7,15,1,3,1,1,13,9,6,3
2022,2022-06-05,9,Arena da Baixada,Braulio da Silva Machado,19323,42372,Athletico-PR,Santos,Luiz Felipe Scolari,Fabián Bustos,6,9,32700000,28200000,24.6,25.6,2,2,1,1,7,6,21,11,11,21,1,3,2,0,14,14,7,9
2022,2022-06-16,12,Arena da Baixada,Leandro Pedro Vuaden,25965,42372,Athletico-PR,Corinthians,Luiz Felipe Scolari,Vítor Pereira,5,2,26900000,38300000,25.1,27.3,1,1,0,1,11,4,12,9,9,12,5,1,3,0,21,11,13,2
2022,2022-09-19,27,Arena da Baixada,Anderson Daronco,16524,42372,Athletico-PR,Cuiabá-MT,Luiz Felipe Scolari,Toni Oliveira,6,17,30850000,6200000,24.7,28.9,2,2,2,1,8,4,9,10,8,9,3,1,2,2,17,11,8,4
2022,2022-10-06,30,Arena da Baixada,Rafael Rodrigo Klein,15646,42372,Athletico-PR,Fortaleza,Luiz Felipe Scolari,Juan Pablo Vojvoda,6,10,25650000,16450000,27.1,30.3,1,1,0,1,13,4,11,10,10,11,1,3,1,0,21,9,11,6
2022,2022-11-02,35,Arena da Baixada,Leandro Pedro Vuaden,13664,42372,Athletico-PR,Goiás,Luiz Felipe Scolari,Jair Ventura,6,13,34950000,10050000,26.3,27.3,3,2,3,1,5,6,6,11,10,5,1,3,0,0,16,12,10,7
2022,2022-05-08,5,Estádio Antonio Accioly,Wagner do Nascimento Magalhães,5431,13000,Atlético-GO,Goiás,Umberto Louzer,Jair Ventura,17,18,8450000,6550000,27.0,27.8,0,1,0,1,12,0,12,11,9,12,2,7,2,2,33,6,16,3
2022,2022-06-05,9,Estádio Antonio Accioly,Bruno Arleu de Araújo,12089,13000,Atlético-GO,Corinthians,,,18,3,7900000,34150000,27.4,28.2,0,1,0,1,9,0,9,11,11,9,0,3,3,0,14,10,4,6
2022,2022-06-09,10,Estádio Antonio Accioly,Paulo Roberto Alves Júnior,5251,13000,Atlético-GO,Avaí FC,,,19,14,7650000,7430000,27.3,28.7,2,1,1,1,8,6,12,12,11,11,2,3,1,0,13,10,6,6
2022,2022-06-19,13,Estádio Antonio Accioly,Marcelo de Lima Henrique  ,4524,13000,Atlético-GO,Juventude,,,17,19,8100000,6550000,27.9,29.5,3,1,0,1,7,2,15,11,11,15,2,3,1,1,26,5,13,1
2022,2022-07-03,15,Estádio Antonio Accioly,Wagner do Nascimento Magalhães,12089,13000,Atlético-GO,São Paulo,,,13,8,7550000,35600000,27.2,26.9,1,2,1,1,3,0,9,20,20,7,0,2,2,1,11,8,6,3
2022,2022-07-24,19,Estádio Antonio Accioly,Jean Pierre Goncalves Lima,5098,13000,Atlético-GO,América-MG,,,18,17,8150000,6050000,27.4,28.6,0,1,0,1,6,3,4,12,11,2,2,6,2,2,23,10,10,5
